"site_code","date","GRD","UND","CAN"
"TER-EXO-T01",2023-10-01,NA,NA,NA
"TER-EXO-T01",2023-10-02,NA,NA,NA
"TER-EXO-T01",2023-10-03,NA,NA,NA
"TER-EXO-T01",2023-10-04,NA,NA,NA
"TER-EXO-T01",2023-10-05,NA,NA,NA
"TER-EXO-T01",2023-10-06,NA,NA,NA
"TER-EXO-T01",2023-10-07,NA,NA,NA
"TER-EXO-T01",2023-10-08,NA,NA,NA
"TER-EXO-T01",2023-10-09,NA,NA,NA
"TER-EXO-T01",2023-10-10,NA,NA,NA
"TER-EXO-T01",2023-10-11,NA,NA,NA
"TER-EXO-T01",2023-10-12,NA,NA,NA
"TER-EXO-T01",2023-10-13,NA,NA,NA
"TER-EXO-T01",2023-10-14,NA,NA,NA
"TER-EXO-T01",2023-10-15,NA,NA,NA
"TER-EXO-T01",2023-10-16,NA,NA,NA
"TER-EXO-T01",2023-10-17,NA,NA,NA
"TER-EXO-T01",2023-10-18,NA,NA,NA
"TER-EXO-T01",2023-10-19,NA,NA,NA
"TER-EXO-T01",2023-10-20,NA,NA,NA
"TER-EXO-T01",2023-10-21,NA,NA,NA
"TER-EXO-T01",2023-10-22,NA,NA,NA
"TER-EXO-T01",2023-10-23,NA,NA,NA
"TER-EXO-T01",2023-10-24,NA,NA,NA
"TER-EXO-T01",2023-10-25,NA,NA,NA
"TER-EXO-T01",2023-10-26,NA,NA,NA
"TER-EXO-T01",2023-10-27,NA,NA,NA
"TER-EXO-T01",2023-10-28,NA,NA,NA
"TER-EXO-T01",2023-10-29,NA,NA,NA
"TER-EXO-T01",2023-10-30,NA,NA,NA
"TER-EXO-T01",2023-10-31,NA,NA,NA
"TER-EXO-T01",2023-11-01,NA,NA,NA
"TER-EXO-T01",2023-11-02,NA,NA,NA
"TER-EXO-T01",2023-11-03,NA,NA,NA
"TER-EXO-T01",2023-11-04,NA,NA,NA
"TER-EXO-T01",2023-11-05,NA,NA,NA
"TER-EXO-T01",2023-11-06,NA,NA,NA
"TER-EXO-T01",2023-11-07,NA,NA,NA
"TER-EXO-T01",2023-11-08,NA,NA,NA
"TER-EXO-T01",2023-11-09,NA,NA,NA
"TER-EXO-T01",2023-11-10,NA,NA,NA
"TER-EXO-T01",2023-11-11,NA,NA,NA
"TER-EXO-T01",2023-11-12,NA,NA,NA
"TER-EXO-T01",2023-11-13,NA,NA,NA
"TER-EXO-T01",2023-11-14,NA,NA,NA
"TER-EXO-T01",2023-11-15,NA,NA,NA
"TER-EXO-T01",2023-11-16,NA,NA,NA
"TER-EXO-T01",2023-11-17,NA,NA,NA
"TER-EXO-T01",2023-11-18,NA,NA,NA
"TER-EXO-T01",2023-11-19,NA,NA,NA
"TER-EXO-T01",2023-11-20,NA,NA,NA
"TER-EXO-T01",2023-11-21,NA,NA,NA
"TER-EXO-T01",2023-11-22,NA,NA,NA
"TER-EXO-T01",2023-11-23,NA,NA,NA
"TER-EXO-T01",2023-11-24,NA,NA,NA
"TER-EXO-T01",2023-11-25,NA,NA,NA
"TER-EXO-T01",2023-11-26,NA,NA,NA
"TER-EXO-T01",2023-11-27,NA,NA,NA
"TER-EXO-T01",2023-11-28,NA,NA,NA
"TER-EXO-T01",2023-11-29,NA,NA,NA
"TER-EXO-T01",2023-11-30,NA,NA,NA
"TER-EXO-T01",2023-12-01,NA,NA,NA
"TER-EXO-T01",2023-12-02,NA,NA,NA
"TER-EXO-T01",2023-12-03,NA,NA,NA
"TER-EXO-T01",2023-12-04,NA,NA,NA
"TER-EXO-T01",2023-12-05,NA,NA,NA
"TER-EXO-T01",2023-12-06,NA,NA,NA
"TER-EXO-T01",2023-12-07,NA,NA,NA
"TER-EXO-T01",2023-12-08,NA,NA,NA
"TER-EXO-T01",2023-12-09,NA,NA,NA
"TER-EXO-T01",2023-12-10,NA,NA,NA
"TER-EXO-T01",2023-12-11,NA,NA,NA
"TER-EXO-T01",2023-12-12,NA,NA,NA
"TER-EXO-T01",2023-12-13,NA,NA,NA
"TER-EXO-T01",2023-12-14,NA,NA,NA
"TER-EXO-T01",2023-12-15,NA,NA,NA
"TER-EXO-T01",2023-12-16,NA,NA,NA
"TER-EXO-T01",2023-12-17,NA,NA,NA
"TER-EXO-T01",2023-12-18,NA,NA,NA
"TER-EXO-T01",2023-12-19,NA,NA,NA
"TER-EXO-T01",2023-12-20,NA,NA,NA
"TER-EXO-T01",2023-12-21,NA,NA,NA
"TER-EXO-T01",2023-12-22,NA,NA,NA
"TER-EXO-T01",2023-12-23,NA,NA,NA
"TER-EXO-T01",2023-12-24,NA,NA,NA
"TER-EXO-T01",2023-12-25,NA,NA,NA
"TER-EXO-T01",2023-12-26,NA,NA,NA
"TER-EXO-T01",2023-12-27,NA,NA,NA
"TER-EXO-T01",2023-12-28,NA,NA,NA
"TER-EXO-T01",2023-12-29,NA,NA,NA
"TER-EXO-T01",2023-12-30,NA,NA,NA
"TER-EXO-T01",2023-12-31,NA,NA,NA
"TER-EXO-T01",2024-01-01,NA,NA,NA
"TER-EXO-T01",2024-01-02,NA,NA,NA
"TER-EXO-T01",2024-01-03,NA,NA,NA
"TER-EXO-T01",2024-01-04,NA,NA,NA
"TER-EXO-T01",2024-01-05,NA,NA,NA
"TER-EXO-T01",2024-01-06,NA,NA,NA
"TER-EXO-T01",2024-01-07,NA,NA,NA
"TER-EXO-T01",2024-01-08,NA,NA,NA
"TER-EXO-T01",2024-01-09,NA,NA,NA
"TER-EXO-T01",2024-01-10,NA,NA,NA
"TER-EXO-T01",2024-01-11,NA,NA,NA
"TER-EXO-T01",2024-01-12,NA,NA,NA
"TER-EXO-T01",2024-01-13,NA,NA,NA
"TER-EXO-T01",2024-01-14,NA,NA,NA
"TER-EXO-T01",2024-01-15,NA,NA,NA
"TER-EXO-T01",2024-01-16,NA,NA,NA
"TER-EXO-T01",2024-01-17,NA,NA,NA
"TER-EXO-T01",2024-01-18,NA,NA,NA
"TER-EXO-T01",2024-01-19,NA,NA,NA
"TER-EXO-T01",2024-01-20,NA,NA,NA
"TER-EXO-T01",2024-01-21,NA,NA,NA
"TER-EXO-T01",2024-01-22,NA,NA,NA
"TER-EXO-T01",2024-01-23,NA,NA,NA
"TER-EXO-T01",2024-01-24,NA,NA,NA
"TER-EXO-T01",2024-01-25,NA,NA,NA
"TER-EXO-T01",2024-01-26,NA,NA,NA
"TER-EXO-T01",2024-01-27,NA,NA,NA
"TER-EXO-T01",2024-01-28,NA,NA,NA
"TER-EXO-T01",2024-01-29,NA,NA,NA
"TER-EXO-T01",2024-01-30,NA,NA,NA
"TER-EXO-T01",2024-01-31,NA,NA,NA
"TER-EXO-T01",2024-02-01,NA,NA,NA
"TER-EXO-T01",2024-02-02,NA,NA,NA
"TER-EXO-T01",2024-02-03,NA,NA,NA
"TER-EXO-T01",2024-02-04,NA,NA,NA
"TER-EXO-T01",2024-02-05,NA,NA,NA
"TER-EXO-T01",2024-02-06,NA,NA,NA
"TER-EXO-T01",2024-02-07,NA,NA,NA
"TER-EXO-T01",2024-02-08,NA,NA,NA
"TER-EXO-T01",2024-02-09,NA,NA,NA
"TER-EXO-T01",2024-02-10,NA,NA,NA
"TER-EXO-T01",2024-02-11,NA,NA,NA
"TER-EXO-T01",2024-02-12,NA,NA,NA
"TER-EXO-T01",2024-02-13,NA,NA,NA
"TER-EXO-T01",2024-02-14,NA,NA,NA
"TER-EXO-T01",2024-02-15,NA,NA,NA
"TER-EXO-T01",2024-02-16,NA,NA,NA
"TER-EXO-T01",2024-02-17,NA,NA,NA
"TER-EXO-T01",2024-02-18,NA,NA,NA
"TER-EXO-T01",2024-02-19,NA,NA,NA
"TER-EXO-T01",2024-02-20,NA,NA,NA
"TER-EXO-T01",2024-02-21,NA,NA,NA
"TER-EXO-T01",2024-02-22,NA,NA,NA
"TER-EXO-T01",2024-02-23,NA,NA,NA
"TER-EXO-T01",2024-02-24,NA,NA,NA
"TER-EXO-T01",2024-02-25,NA,NA,NA
"TER-EXO-T01",2024-02-26,NA,NA,NA
"TER-EXO-T01",2024-02-27,NA,NA,NA
"TER-EXO-T01",2024-02-28,NA,NA,NA
"TER-EXO-T01",2024-02-29,NA,NA,NA
"TER-EXO-T01",2024-03-01,NA,NA,NA
"TER-EXO-T01",2024-03-02,NA,NA,NA
"TER-EXO-T01",2024-03-03,NA,NA,NA
"TER-EXO-T01",2024-03-04,NA,NA,NA
"TER-EXO-T01",2024-03-05,NA,NA,NA
"TER-EXO-T01",2024-03-06,NA,NA,NA
"TER-EXO-T01",2024-03-07,NA,NA,NA
"TER-EXO-T01",2024-03-08,NA,NA,NA
"TER-EXO-T01",2024-03-09,NA,NA,NA
"TER-EXO-T01",2024-03-10,NA,NA,NA
"TER-EXO-T01",2024-03-11,NA,NA,NA
"TER-EXO-T01",2024-03-12,NA,NA,NA
"TER-EXO-T01",2024-03-13,0.018004385162949,0.0416638339006678,0.00732362991573662
"TER-EXO-T01",2024-03-14,0.00751816201975014,0.0203803741528564,0.00240749411090903
"TER-EXO-T01",2024-03-15,0.00883392845140405,0.0231476835571946,0.0139902415877485
"TER-EXO-T01",2024-03-16,0.0480722617987962,0.0591316156600416,0.063864187376978
"TER-EXO-T01",2024-03-17,0.0524149902335086,0.0927467039930981,0.0861148896528051
"TER-EXO-T01",2024-03-18,0.0115289294267032,0.00660973023043251,0
"TER-EXO-T01",2024-03-19,0.0684732722676292,0.143643951301076,0.137570507137816
"TER-EXO-T01",2024-03-20,0.0719220463929427,0.146008199825579,0.133138076977329
"TER-EXO-T01",2024-03-21,0.0612315524744132,0.11565681595455,0.120715868269812
"TER-EXO-T01",2024-03-22,0.0652704381413592,0.103334848574131,0.100276837671586
"TER-EXO-T01",2024-03-23,0.0385470415230182,0.0736389540293421,0.0657846227671302
"TER-EXO-T01",2024-03-24,0.0585844842829439,0.091509195444531,0.100320100477637
"TER-EXO-T01",2024-03-25,0.0417172075051692,0.0700195042813652,0.0779489402316279
"TER-EXO-T01",2024-03-26,0.0232782150189423,0.0387994568847663,0.0425233874842689
"TER-EXO-T01",2024-03-27,0.0582001927028856,0.114417357035194,0.114715867924036
"TER-EXO-T01",2024-03-28,0.0114588089543095,0.0768511661244362,0.0524348622641917
"TER-EXO-T01",2024-03-29,0.00826215073478471,0.0139212171755918,0
"TER-EXO-T01",2024-03-30,0.0111752908665173,0.0133881586492437,0
"TER-EXO-T01",2024-03-31,0.0050657435342199,0.0893889395635682,0.106756924705591
"TER-EXO-T01",2024-04-01,0.0121963433276657,0.0667948219337754,0.0360892087404882
"TER-EXO-T01",2024-04-02,0.00580600467822386,0.0122715362695435,0.00401942704662742
"TER-EXO-T01",2024-04-03,0.00825989845766198,0.0109743594260905,0.00176323504819399
"TER-EXO-T01",2024-04-04,0.00752370129889313,0.0332452658779155,0.0153315047658594
"TER-EXO-T01",2024-04-05,0.00544030370072315,0.0277296350563192,0.00248857390285011
"TER-EXO-T01",2024-04-06,0.0089445247366971,0.0857048133197697,0.0679361147561326
"TER-EXO-T01",2024-04-07,0.00671175922464484,0.036523511649044,0.00877400281413296
"TER-EXO-T01",2024-04-08,0.0106845749814678,0.00577563252107577,0
"TER-EXO-T01",2024-04-09,0.00114049018618958,0.0010056374463698,0
"TER-EXO-T01",2024-04-10,0.00107778554850618,0.00416673412972664,0
"TER-EXO-T01",2024-04-11,0.00497404793998655,0.00538501124789141,0
"TER-EXO-T01",2024-04-12,0.00808945826279005,0.0674052475483942,0.0568112804743913
"TER-EXO-T01",2024-04-13,0.00185950840983736,0.00852326276858388,0.00208059868304089
"TER-EXO-T01",2024-04-14,0.00230653846304693,0.0202602886191114,0.00507130085033314
"TER-EXO-T01",2024-04-15,0.0064832519712045,0.00833227665951939,0.00408337519577445
"TER-EXO-T01",2024-04-16,0.00662626847830609,0.0177594914304696,0.00988135260897815
"TER-EXO-T01",2024-04-17,0.00173127173405635,0.0045549199715261,0
"TER-EXO-T01",2024-04-18,0.00161324661923319,0.00664777786657452,0
"TER-EXO-T01",2024-04-19,0.00785986722591041,0.0785468967419326,0.0212932288391285
"TER-EXO-T01",2024-04-20,0.0147732635067026,0.0394801546699098,0.0179404028951057
"TER-EXO-T01",2024-04-21,0.00546825588373852,0.0103445525811469,0
"TER-EXO-T01",2024-04-22,0.0135908185677652,0.0435957143728915,0.00772042925413174
"TER-EXO-T01",2024-04-23,0.0122812566691753,0.040014686070876,0.0240186552900676
"TER-EXO-T01",2024-04-24,0.0527079034611303,0.115583697031212,0.114350408137859
"TER-EXO-T01",2024-04-25,0.0650160019414689,0.201921424077478,0.212951111785043
"TER-EXO-T01",2024-04-26,0.0534746045067946,0.102019234321841,0.0899269690786066
"TER-EXO-T01",2024-04-27,0.0693483655569491,0.117330496272775,0.130930849928916
"TER-EXO-T01",2024-04-28,0.115019651390215,0.174157984432302,0.191208389084468
"TER-EXO-T01",2024-04-29,0.0699326174564159,0.143597646123005,0.1633364503523
"TER-EXO-T01",2024-04-30,0.0547096201853588,0.112341306596934,0.0997085991495926
"TER-EXO-T01",2024-05-01,0.0105557490732954,0.0149849896659239,0.0127098012253952
"TER-EXO-T01",2024-05-02,0.00543473729829788,0.00605646661328769,0.00285269347051316
"TER-EXO-T01",2024-05-03,0.00621939853927634,0.00851825900502708,0.00522184609917087
"TER-EXO-T01",2024-05-04,0.0207774123676526,0.0643580840249566,0.0230510616707445
"TER-EXO-T01",2024-05-05,0.0606889265575084,0.175487587249882,0.192122756977421
"TER-EXO-T01",2024-05-06,0.00146647636796854,0.00473088434611998,0
"TER-EXO-T01",2024-05-07,0.00609627392375606,0.0068599214907232,0
"TER-EXO-T01",2024-05-08,0.0103385919136796,0.0680515245171875,0
"TER-EXO-T01",2024-05-09,0.0582524759078598,0.209796963145484,0.213898989601527
"TER-EXO-T01",2024-05-10,0.0232458398777922,0.0811846574086138,0.0716836460247524
"TER-EXO-T01",2024-05-11,0.035128724989032,0.148195088162557,0.13919354494491
"TER-EXO-T01",2024-05-12,0.13825064145199,0.264690994082055,0.275823413401091
"TER-EXO-T01",2024-05-13,0.0595941465677378,0.103799398558858,0.123932137144201
"TER-EXO-T01",2024-05-14,0.112852941115071,0.120861814502084,0.156976387775877
"TER-EXO-T01",2024-05-15,0.0678609237196407,0.0906923138631566,0.112012155314489
"TER-EXO-T01",2024-05-16,0.0937965803372525,0.135023851349348,0.146744502809381
"TER-EXO-T01",2024-05-17,0.15329365533645,0.173402212886376,0.19734196218389
"TER-EXO-T01",2024-05-18,0.117534324376204,0.116221124861292,0.149284253535641
"TER-EXO-T01",2024-05-19,0.14329845431427,0.147371982324859,0.182820679228841
"TER-EXO-T01",2024-05-20,0.0107081681647401,0.0934991496672994,0.0952315980932132
"TER-EXO-T01",2024-05-21,0.00590996028755826,0.0228302980981394,0.00265281482629768
"TER-EXO-T01",2024-05-22,0.00326668197493891,0.01794742176459,0
"TER-EXO-T01",2024-05-23,0.00717342499783108,0.00644310734983889,0
"TER-EXO-T01",2024-05-24,0.012373035175033,0.0831858179774984,0.133733540317773
"TER-EXO-T01",2024-05-25,0.113186570836901,0.169997909906097,0.225017802697065
"TER-EXO-T01",2024-05-26,0.22240371470196,0.159463464454091,0.180392590811751
"TER-EXO-T01",2024-05-27,0.0131192174020676,0.0578793399872619,0.0525202542613419
"TER-EXO-T01",2024-05-28,0.00852914142073426,0.0332991687523006,0.0118545213344062
"TER-EXO-T01",2024-05-29,0.00640148410716554,0.00532357735889422,0
"TER-EXO-T01",2024-05-30,0.00996250259066204,0.0661739529905594,0.0760762542239963
"TER-EXO-T01",2024-05-31,0.00775743592809025,0.00695018386855391,0
"TER-EXO-T01",2024-06-01,0.0119696790539668,0.0322391756690555,0.0151747106955568
"TER-EXO-T01",2024-06-02,0.0152633575970127,0.0264917288047096,0.0134056227672048
"TER-EXO-T01",2024-06-03,0.0126999056122694,0.0658270928670821,0.0490484272583254
"TER-EXO-T01",2024-06-04,0.00823644377577074,0.0369010016263747,0.0195893156334049
"TER-EXO-T01",2024-06-05,0.00533672472998172,0.0344477099651152,0.0120663314474235
"TER-EXO-T01",2024-06-06,0.0693878020051552,0.113375237701836,0.134913022089901
"TER-EXO-T01",2024-06-07,0.179810356236508,0.130098491556023,0.158786036753632
"TER-EXO-T01",2024-06-08,0.118138514805977,0.13577273954458,0.177533857668111
"TER-EXO-T01",2024-06-09,0.00670292514507874,0.0955262853236654,0.0751139193516555
"TER-EXO-T01",2024-06-10,0.00421371766307367,0.0925224459686316,0.112277989667024
"TER-EXO-T01",2024-06-11,0.00672791158068768,0.102254848293204,0.117950312680335
"TER-EXO-T01",2024-06-12,0.0243767154285893,0.153461671990664,0.156256364345723
"TER-EXO-T01",2024-06-13,0.00602040577433169,0.136258478249918,0.134505113552573
"TER-EXO-T01",2024-06-14,0.0399630897938552,0.159868496993181,0.18990879648147
"TER-EXO-T01",2024-06-15,0.0511340785064315,0.126242158883721,0.139537322184656
"TER-EXO-T01",2024-06-16,0.190786553293804,0.094117071783677,0.0891868058986357
"TER-EXO-T01",2024-06-17,0.0678068616275893,0.132979369932605,0.170513757068378
"TER-EXO-T01",2024-06-18,0.316885569913815,0.152152169687635,0.184060452784341
"TER-EXO-T01",2024-06-19,0.0566869262263913,0.125710661136297,0.167527976485912
"TER-EXO-T01",2024-06-20,0.38142212295481,0.199948552973442,0.235545980456132
"TER-EXO-T01",2024-06-21,0.0937866826814812,0.147235756102737,0.159475688316189
"TER-EXO-T01",2024-06-22,0.00645769379507994,0.0291935763200514,0.0346890615918264
"TER-EXO-T01",2024-06-23,0.00498641601190203,0.0302276755234426,0.0179821818782245
"TER-EXO-T01",2024-06-24,0.00852452111269316,0.0164515152400004,0.011721383964208
"TER-EXO-T01",2024-06-25,0.109609687062265,0.176182064729369,0.221694321769639
"TER-EXO-T01",2024-06-26,0.12717609456129,0.172116016715295,0.184144267501219
"TER-EXO-T01",2024-06-27,0.109473115268362,0.11896413150552,0.130100538207106
"TER-EXO-T01",2024-06-28,0.24741362314734,0.202955883189841,0.255480696283729
"TER-EXO-T01",2024-06-29,0.127121367728722,0.137811414249808,0.162670374049419
"TER-EXO-T01",2024-06-30,0.0630342215938731,0.0592102770484241,0.0705077164067071
"TER-EXO-T01",2024-07-01,0.344781199346111,0.273065182129012,0.337666537176419
"TER-EXO-T01",2024-07-02,0.2856670714253,0.21533290508615,0.269182416346678
"TER-EXO-T01",2024-07-03,0.296492829611061,0.204370436634033,0.256481717186418
"TER-EXO-T01",2024-07-04,0.294192369488585,0.189252703990755,0.241427314403827
"TER-EXO-T01",2024-07-05,0.127736125230335,0.151976349352644,0.164587198857743
"TER-EXO-T01",2024-07-06,0.290830903334315,0.219221073404035,0.258089799765527
"TER-EXO-T01",2024-07-07,0.289129798376736,0.157369314192629,0.167303356846048
"TER-EXO-T01",2024-07-08,0.00894063330295751,0.0169120787332533,0.00356686654544506
"TER-EXO-T01",2024-07-09,0.0064574715284267,0.0392131593919905,0.0383171112395926
"TER-EXO-T01",2024-07-10,0.220705491899972,0.166892160971527,0.216532826828977
"TER-EXO-T01",2024-07-11,0.0719686200109331,0.0918395643497354,0.10726542846855
"TER-EXO-T01",2024-07-12,0.0100863575340748,0.0137278250750527,0.0399124365717749
"TER-EXO-T01",2024-07-13,0.0426587081422359,0.106506333610172,0.160772890794565
"TER-EXO-T01",2024-07-14,0.0911804541056664,0.169949775186295,0.192983559912041
"TER-EXO-T01",2024-07-15,0.00600541586446367,0.011794379954225,0
"TER-EXO-T01",2024-07-16,0.00605555322448142,0.00745426384381004,0.0158028405188224
"TER-EXO-T01",2024-07-17,NA,NA,NA
"TER-EXO-T01",2024-07-18,0.0291554648942392,0.107590782681436,0.124332338602907
"TER-EXO-T01",2024-07-19,0.150707446943695,0.262963751491903,0.325439668733245
"TER-EXO-T01",2024-07-20,0.0559624441532641,0.142706762084179,0.156349609537861
"TER-EXO-T01",2024-07-21,0.159243875911187,0.224637138261596,0.288776000888931
"TER-EXO-T01",2024-07-22,0.0797000176046481,0.0976288869890635,0.125265590261108
"TER-EXO-T01",2024-07-23,0.0888998798188637,0.121426884074588,0.162940612572828
"TER-EXO-T01",2024-07-24,0.0925403314464018,0.133731814137906,0.15231287744467
"TER-EXO-T01",2024-07-25,0.0867221727561448,0.129144754511487,0.129418705184628
"TER-EXO-T01",2024-07-26,0.0168868451710311,0.0533334312170022,0.0503710039102928
"TER-EXO-T01",2024-07-27,0.106705924929927,0.119939703418199,0.14549174262055
"TER-EXO-T01",2024-07-28,0.0349950448710652,0.0884563868963184,0.0796045365659159
"TER-EXO-T01",2024-07-29,0.00982984313165775,0.067444070613837,0.0376803441721423
"TER-EXO-T01",2024-07-30,0.00477406306142885,0.0720523987107058,0.107678360361151
"TER-EXO-T01",2024-07-31,0.104596186325064,0.167392155890548,0.200943122086871
"TER-EXO-T01",2024-08-01,0.0314195145553835,0.118440373165171,0.129807772615945
"TER-EXO-T01",2024-08-02,0.0986993469553367,0.16267717714084,0.166074149161723
"TER-EXO-T01",2024-08-03,0.0877137322340095,0.152288584306751,0.158824953514639
"TER-EXO-T01",2024-08-04,0.168330982539107,0.228939721812125,0.249052883134005
"TER-EXO-T01",2024-08-05,0.120399251473398,0.160613459671523,0.175959326236978
"TER-EXO-T01",2024-08-06,0.0758929762961207,0.149102639082596,0.155397039713946
"TER-EXO-T01",2024-08-07,0.142328609238815,0.185495776963536,0.23218425463872
"TER-EXO-T01",2024-08-08,0.160485421371542,0.202957843058009,0.253058037059208
"TER-EXO-T01",2024-08-09,0.104063069387076,0.156672174155722,0.167823885436576
"TER-EXO-T01",2024-08-10,0.0321979989519999,0.0901659207062783,0.0718090582872538
"TER-EXO-T01",2024-08-11,0.0922681541189563,0.176384407287046,0.2237388777585
"TER-EXO-T01",2024-08-12,0.205559396795476,0.270952129387195,0.356689791157326
"TER-EXO-T01",2024-08-13,0.158743145063634,0.226119640230342,0.267687403103623
"TER-EXO-T01",2024-08-14,0.0529022658954898,0.120299800026199,0.123061710988202
"TER-EXO-T01",2024-08-15,0.0570893480118676,0.128233702708235,0.121689484367596
"TER-EXO-T01",2024-08-16,0.0787165134322101,0.137763556302664,0.143475039913098
"TER-EXO-T01",2024-08-17,0.0981441094460619,0.137201978479956,0.147039764907381
"TER-EXO-T01",2024-08-18,0.104200150107422,0.163808061974395,0.166724021812629
"TER-EXO-T01",2024-08-19,0.157838927617361,0.223799246486674,0.249039655186256
"TER-EXO-T01",2024-08-20,0.0387792265457299,0.0812062036484253,0.0991288324273968
"TER-EXO-T01",2024-08-21,0.0681830638997648,0.205811733997259,0.228158832976955
"TER-EXO-T01",2024-08-22,0.173952099492141,0.240369173667238,0.283996087782295
"TER-EXO-T01",2024-08-23,0.14299781317822,0.247006575661242,0.320645293264694
"TER-EXO-T01",2024-08-24,0.122791471013181,0.232256547666117,0.302597385140144
"TER-EXO-T01",2024-08-25,0.165813357621275,0.221453548911247,0.27363666336407
"TER-EXO-T01",2024-08-26,0,0.0696624935943212,0.0638415121591413
"TER-EXO-T01",2024-08-27,0.138168723392112,0.206765120531808,0.259939779839916
"TER-EXO-T01",2024-08-28,0.17067853169241,0.235291325736413,0.283215215174768
"TER-EXO-T01",2024-08-29,0.182697383374247,0.189542750488352,0.225751961526783
"TER-EXO-T01",2024-08-30,0.130082435650893,0.170775954336557,0.19539738614395
"TER-EXO-T01",2024-08-31,0.0525578020672089,0.10891736212234,0.106423790222419
"TER-EXO-T01",2024-09-01,0.197227892099657,0.174608408499846,0.220054495071545
"TER-EXO-T01",2024-09-02,0.205270904344623,0.213076468270125,0.259558735508069
"TER-EXO-T01",2024-09-03,0.214043821210443,0.211413284421037,0.244145431642487
"TER-EXO-T01",2024-09-04,0.198693583454612,0.1969850602024,0.2205034653934
"TER-EXO-T01",2024-09-05,0.184906111113003,0.209737768259535,0.235114738920403
"TER-EXO-T01",2024-09-06,0.143493624764423,0.13760136535961,0.159707854130339
"TER-EXO-T01",2024-09-07,0.160519923818777,0.114911492679647,0.183141164202252
"TER-EXO-T01",2024-09-08,0.212250182045523,0.221765921837877,0.281230049128495
"TER-EXO-T01",2024-09-09,0.117370851150388,0.146017236484385,0.177159443832043
"TER-EXO-T01",2024-09-10,NA,NA,NA
"TER-EXO-T01",2024-09-11,NA,NA,NA
"TER-EXO-T01",2024-09-12,0.105005206460261,0.186649879508862,0.204538702832679
"TER-EXO-T01",2024-09-13,0.0858817228300895,0.15703832036539,0.158343776864889
"TER-EXO-T01",2024-09-14,0.0553324164175731,0.135689607051634,0.143218213953487
"TER-EXO-T01",2024-09-15,0.159281027976509,0.199664368307643,0.231423621409224
"TER-EXO-T01",2024-09-16,0.00954480810469105,0.0496386553086192,0.0398175348205682
"TER-EXO-T01",2024-09-17,0,0.135313914137236,0.159845176938029
"TER-EXO-T01",2024-09-18,0.147170602934296,0.19331674414158,0.256377101364648
